GEOID,slope.unavailable,water.unavailable,wetlands.unavailable,NAME,total.unavailable
1000,27.0453469766194,2.33418036224639,1.6290530180484,"Birmingham, AL MSA",31.0085803569142
1010,4.96502469193619,2.87701581994484,3.58485203747872,"Bismarck, ND MSA",11.4268925493597
1020,30.9048509474941,3.97363974688856,0.03899649928771,"Bloomington, IN MSA",34.9174871936704
1040,0.344669952292222,0.358266394842037,0.0532059837815135,"Bloomington-Normal, IL MSA",0.756142330915773
1080,12.3474411920949,1.58810964720051,0.314756360768337,"Boise City, ID MSA",14.2503072000638
120,0.025000450856787,1.00238626047298,17.1364482169713,"Albany, GA MSA",18.163834928301
1240,0.0257127515506615,12.7987253632238,14.6806933884141,"Brownsville-Harlingen-San Benito, TX MSA",27.5051315031886
1260,0.343942439172797,1.2128941030025,10.5442486371491,"Bryan-College Station, TX MSA",12.1010851793244
1280,4.30118668477378,7.91096676806589,10.3290585941041,"Buffalo-Niagara Falls, NY MSA",22.5412120469438
1305,15.947719313283,27.1255375369152,7.07271972334499,"Burlington, VT MSA",50.1459765735432
1320,20.8268968260813,1.42034499385082,0.811236801439654,"Canton-Massillon, OH MSA",23.0584786213718
1350,20.3761993605014,0.58208204896126,1.07474725265342,"Casper, WY MSA",22.0330286621161
1360,3.29838652222985,0.946646584481991,3.02006077002329,"Cedar Rapids, IA MSA",7.26509387673513
14,0.460641309242868,6.57144026742974,2.75323643420427,"Chicago-Gary-Kenosha, IL-IN-WI CMSA",9.78531801087688
1400,0.0421435817783327,0.175010902105585,0.306961733970153,"Champaign-Urbana, IL MSA",0.524116217854071
1440,0.0394262539706016,14.5418532440317,39.7839503097402,"Charleston-North Charleston, SC MSA",54.3652298077425
1480,82.5095641585245,0.782101935354438,0.0519028342701083,"Charleston, WV MSA",83.343568928149
1520,5.67206264572003,2.39302163891772,0.918132014731057,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",8.98321629936881
1540,33.9229073611481,0.888418347747929,0.427356404145735,"Charlottesville, VA MSA",35.2386821130417
1560,35.9507711720192,2.26055031598739,0.601890424131461,"Chattanooga, TN-GA MSA",38.8132119121381
1580,7.69148951575472,0.0555412366070485,1.34462891285622,"Cheyenne, WY MSA",9.09165966521799
160,22.856138023019,2.19461846440269,7.49097627458686,"Albany-Schenectady-Troy, NY MSA",32.5417327620085
1620,39.8391080320786,1.83990666209282,2.72654487130982,"Chico-Paradise, CA MSA",44.4055595654812
1660,13.4254491052437,0.682570885891175,0.786521126132701,"Clarksville-Hopkinsville, TN-KY MSA",14.8945411172675
1720,14.9018619130109,0.158488121164537,1.21125132972539,"Colorado Springs, CO MSA",16.2716013639008
1740,10.4514834994677,1.85184733122582,2.30890974705741,"Columbia, MO MSA",14.6122405777509
1760,2.13460360990267,4.6572643211487,16.1857812420806,"Columbia, SC MSA",22.977649173132
1800,7.4990413750929,1.79905808638541,5.63394560629545,"Columbus, GA-AL MSA",14.9320450677738
1840,6.749077733698,1.09806749433402,0.229512688627036,"Columbus, OH MSA",8.07665791665906
1880,0.0440480647812292,13.1940357620453,6.56085222540703,"Corpus Christi, TX MSA",19.7989360522335
1890,52.5481274266844,0.578748867253384,3.65357141705392,"Corvallis, OR MSA",56.7804477109917
1900,59.9072301743723,1.00786869956902,0.0357603143474672,"Cumberland, MD-WV MSA",60.9508591882888
1950,16.2000450881351,1.63172139055122,0.491750139020884,"Danville, VA MSA",18.3235166177072
1960,3.02030219789774,2.40317029102901,2.89690823547709,"Davenport-Moline-Rock Island, IA-IL MSA",8.32038072440383
200,23.6281577670896,0.134114454990069,0.724143802969063,"Albuquerque, NM MSA",24.4864160250488
2000,1.41511554701035,0.846174291094761,0.289327979409559,"Dayton-Springfield, OH MSA",2.55061781751467
2020,0.0124037349080951,19.1773172859306,32.0552248878008,"Daytona Beach, FL MSA",51.2449459086394
2030,15.7925621095758,5.38649059293898,5.10985041559715,"Decatur, AL MSA",26.288903118112
2040,0.262774832538462,1.00856183942237,0.4395871458186,"Decatur, IL MSA",1.71092381777944
21,24.3680633698936,1.71714257987104,0.181470181719485,"Cincinnati-Hamilton, OH-KY-IN CMSA",26.2666761314841
2120,3.68592446251502,1.57994482190442,3.07558933240503,"Des Moines, IA MSA",8.34145861682447
2180,1.86778865484753,0.799323316067388,7.5950922214157,"Dothan, AL MSA",10.2622041923306
2190,0.0308980782637454,7.5252348837001,28.1386689444411,"Dover, DE MSA",35.6948019064049
220,0.684541326238855,2.73805242389457,19.0237749047197,"Alexandria, LA MSA",22.4463686548531
2200,14.4054387653652,4.47597902576072,1.53956716997376,"Dubuque, IA MSA",20.4209849610997
2240,3.60467844537505,8.91555832437196,31.964679472875,"Duluth-Superior, MN-WI MSA",44.484916242622
2290,5.52804313670115,2.30339547812106,7.32798479398814,"Eau Claire, WI MSA",15.1594234088103
2320,9.73067577136925,0.123581183897154,0.00985237901131524,"El Paso, TX MSA",9.86410933427772
2330,0.394452884387947,1.13268518945154,8.04146892134728,"Elkhart-Goshen, IN MSA",9.56860699518676
2335,37.2268110125911,0.605699191437028,2.07780438863357,"Elmira, NY MSA",39.9103145926617
2340,0.116569833708052,0.446499354535503,0.00113833755557188,"Enid, OK MSA",0.564207525799127
2360,4.57805404113563,7.95737177345144,7.15707291661312,"Erie, PA MSA",19.6924987312002
240,21.1829815930832,1.45441546176781,1.16804331281743,"Allentown-Bethlehem-Easton, PA MSA",23.8054403676684
2400,68.8772045698272,3.05587076229144,1.25226202930728,"Eugene-Springfield, OR MSA",73.1853373614259
2440,2.05608869657731,3.8093764010162,3.38563793827345,"Evansville-Henderson, IN-KY MSA",9.25110303586696
2520,0.287463610765917,1.41855247797813,3.57366608812214,"Fargo-Moorhead, ND-MN MSA",5.27968217686619
2560,0.540618064158927,1.04462894340913,23.4926419874983,"Fayetteville, NC MSA",25.0778889950663
2580,30.7375223709968,2.0987560255646,0.350659209336007,"Fayetteville-Springdale-Rogers, AR MSA",33.1869376058974
2620,29.0301212448838,0.580034996358373,0.243156219345069,"Flagstaff, AZ-UT MSA",29.8533124605872
2650,18.4334194188187,6.24976435301075,2.82632655454626,"Florence, AL MSA",27.5095103263757
2655,0.163446230798004,0.9471678912005,40.6946515050314,"Florence, SC MSA",41.8052656270299
2670,51.0923099078968,0.962810123935955,2.29191811704435,"Fort Collins-Loveland, CO MSA",54.3470381488771
2700,0.0139268081241306,23.6372599744781,31.3322461641371,"Fort Myers-Cape Coral, FL MSA",54.9834329467393
2710,0.00520628739450173,22.367389378778,23.5359979356934,"Fort Pierce-Port St. Lucie, FL MSA",45.9085936018659
2720,23.5815937584823,4.17297223770835,1.40285286257757,"Fort Smith, AR-OK MSA",29.1574188587683
2750,0.921217798449884,10.7414735343365,10.805074606663,"Fort Walton Beach, FL MSA",22.4677659394494
2760,0.39385689057806,0.997017483716147,1.71416980916467,"Fort Wayne, IN MSA",3.10504418345887
28,2.52580392109806,9.15404804742678,3.49489801876371,"Cleveland-Akron, OH CMSA",15.1747499872885
280,43.4736135529816,0.268466130288087,0.00311445626784324,"Altoona, PA MSA",43.7451941395375
2840,46.3199546946951,0.715762537590522,0.352478056484982,"Fresno, CA MSA",47.3881952887706
2880,21.0455756407803,2.51308192327443,1.91465751537392,"Gadsden, AL MSA",25.4733150794286
2900,0.0572867329719477,2.92179878622075,16.616799504856,"Gainesville, FL MSA",19.5958850240487
2975,40.0277124597312,4.43123056976376,5.76818238392608,"Glens Falls, NY MSA",50.227125413421
2980,0.163600187122102,0.980734022720017,20.3492919599809,"Goldsboro, NC MSA",21.493626169823
2985,0.284903340316554,1.69474198206159,6.16351789684919,"Grand Forks, ND-MN MSA",8.14316321922732
2995,49.7995041448893,0.362925529167245,1.35022292835987,"Grand Junction, CO MSA",51.5126526024164
3000,1.81791697707681,8.29976908986422,9.41201177429214,"Grand Rapids-Muskegon-Holland, MI MSA",19.5296978412332
3040,38.7810340587627,0.346383184676337,1.55185256641558,"Great Falls, MT MSA",40.6792698098546
3080,1.10549680795032,5.41158951637488,6.93143932280574,"Green Bay, WI MSA",13.4485256471309
31,0.991327598062883,4.01014282875751,3.36801082295349,"Dallas-Fort Worth, TX CMSA",8.36948124977388
3120,11.2728191851664,1.63420901981738,0.698506983204538,"Greensboro--Winston-Salem--High Point, NC MSA",13.6055351881883
3150,0.0825232290688814,0.971079484241081,25.3286968097882,"Greenville, NC MSA",26.3822995230981
3160,18.1524102946251,3.40103827906503,1.56989081448443,"Greenville-Spartanburg-Anderson, SC MSA",23.1233393881745
320,4.81025518836607,0.465962994566186,0.83409847979573,"Amarillo, TX MSA",6.11031666272798
3240,27.4871536460214,2.13882932231415,0.547617865712334,"Harrisburg-Lebanon-Carlisle, PA MSA",30.1736008340479
3280,16.0278082305407,2.50842193308961,8.51043556152373,"Hartford, CT MSA",27.046665725154
3285,0.828735197899395,1.12285811000093,14.2729246428238,"Hattiesburg, MS MSA",16.2245179507241
3290,42.7058885398422,2.08098188720995,0.289042397219645,"Hickory-Morganton-Lenoir, NC MSA",45.0759128242718
3350,0.00027459081392212,39.8849964291944,49.7614351914571,"Houma, LA MSA",89.6467062114654
34,15.9159779464837,0.764233778605627,1.52320626763079,"Denver-Boulder-Greeley, CO CMSA",18.2034179927201
3400,73.767337897817,1.19090820585764,0.0534795885036771,"Huntington-Ashland, WV-KY-OH MSA",75.0117256921783
3440,14.4555322660499,4.57713936284207,4.46792706875888,"Huntsville, AL MSA",23.5005986976509
3480,2.62677613300879,0.781685744216467,0.25565727635109,"Indianapolis, IN MSA",3.66411915357635
35,0.781414317308065,6.01996526442813,9.03963440161279,"Detroit-Ann Arbor-Flint, MI CMSA",15.841013983349
3500,3.28385248895886,1.77527137891922,3.93883212543332,"Iowa City, IA MSA",8.9979559933114
3520,0.977112525015871,2.33843415918133,20.3032871988798,"Jackson, MI MSA",23.618833883077
3560,1.64034821264431,2.55505086219699,13.5951107488202,"Jackson, MS MSA",17.7905098236615
3580,4.50697272339408,0.577250509824232,7.75946007186094,"Jackson, TN MSA",12.8436833050793
3600,0.0460102113677972,12.2291619825335,23.1557372411591,"Jacksonville, FL MSA",35.4309094350604
3605,0.0458310425460766,9.76186403380135,31.4797011718002,"Jacksonville, NC MSA",41.2873962481477
3610,8.05683191760635,7.16705617629538,6.37955672276764,"Jamestown, NY MSA",21.6034448166694
3620,1.00633134666444,1.39668679808907,3.46026329934405,"Janesville-Beloit, WI MSA",5.86328144409756
3660,64.797330930651,1.18150151222972,0.123013320800551,"Johnson City-Kingsport-Bristol, TN-VA MSA",66.1018457636813
3680,34.8004961677949,0.890511228978832,0.0265032182921407,"Johnstown, PA MSA",35.7175106150659
3700,0.308743946437491,1.22623129568522,7.57121318385484,"Jonesboro, AR MSA",9.10618842597755
3710,3.58284834515827,0.317338698251679,1.14259159559094,"Joplin, MO MSA",5.04277863900089
3720,0.912990388923044,3.53757311353629,14.816259675452,"Kalamazoo-Battle Creek, MI MSA",19.2668231779113
3760,4.18815397401533,1.82983521247188,1.81281522711395,"Kansas City, MO-KS MSA",7.83080441360116
3810,3.52290223190892,1.44265545296354,2.13305095864704,"Killeen-Temple, TX MSA",7.0986086435195
3840,53.1385832078297,3.69191008872498,0.499905684198335,"Knoxville, TN MSA",57.3303989807531
3850,0.180759504571568,0.229678593422267,0.41273494280834,"Kokomo, IN MSA",0.823173040802175
